Student ID,CGPA,Past Events,Interest Domain,Performance Score,Recommended Events,Message
S00208,8.78,['Cloud Computing'],Web Development,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00209,9.69,"['AR/VR', 'IoT']",AI/ML,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00210,5.16,[],AI/ML,67,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00211,5.79,[],Web Development,67,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00212,9.5,"['Embedded Systems', 'Cybersecurity']",Cloud Computing,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00213,9.31,"['Blockchain', 'Cloud Computing', 'AR/VR']",AR/VR,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00214,8.38,"['Blockchain', 'AR/VR', 'Cybersecurity']",Embedded Systems,97,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00215,8.17,[],Cloud Computing,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00216,6.76,"['Embedded Systems', 'Cybersecurity', 'IoT']",Cybersecurity,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00217,5.85,"['Cloud Computing', 'IoT', 'Web Development']",Embedded Systems,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00218,5.59,['Cloud Computing'],Web Development,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00219,5.51,"['Cybersecurity', 'AI/ML']",Blockchain,84,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00220,9.53,[],Web Development,55,"['UI/UX Workshop', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00221,9.78,[],AI/ML,50,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00222,5.97,['IoT'],IoT,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00223,8.92,"['AR/VR', 'Cybersecurity', 'IoT']",AI/ML,71,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00224,5.43,"['Cybersecurity', 'Embedded Systems', 'AI/ML']",Web Development,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00225,9.01,"['Embedded Systems', 'Cybersecurity']",Embedded Systems,69,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00226,8.34,['Cloud Computing'],AR/VR,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00227,9.62,"['Web Development', 'Cybersecurity', 'AR/VR']",IoT,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00228,9.96,[],AR/VR,59,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00229,9.29,"['AI/ML', 'Blockchain', 'IoT']",AR/VR,80,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00230,6.17,['IoT'],AR/VR,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00231,7.47,['Blockchain'],Embedded Systems,55,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00232,9.86,"['Web Development', 'Blockchain']",IoT,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00233,7.79,"['AR/VR', 'Web Development']",Cloud Computing,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00234,5.68,['AI/ML'],Web Development,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00235,8.31,"['Embedded Systems', 'AI/ML', 'IoT']",AR/VR,70,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00236,8.33,['AI/ML'],Blockchain,82,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00237,5.98,"['AI/ML', 'Web Development']",Cybersecurity,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00238,5.67,"['Cloud Computing', 'Web Development']",IoT,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00239,8.01,"['Embedded Systems', 'Blockchain', 'AI/ML']",IoT,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00240,6.18,"['AR/VR', 'Web Development', 'IoT']",Embedded Systems,54,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00241,7.65,"['Web Development', 'Cloud Computing']",IoT,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00242,5.12,"['IoT', 'Blockchain', 'AI/ML']",Cloud Computing,65,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00243,5.94,['AI/ML'],Cybersecurity,55,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00244,7.75,"['Cybersecurity', 'Cloud Computing', 'Blockchain']",Blockchain,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00245,7.18,[],Cloud Computing,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00246,8.99,"['Blockchain', 'Cloud Computing', 'IoT']",Cloud Computing,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00247,5.51,"['AI/ML', 'IoT']",Blockchain,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00248,8.11,"['Cybersecurity', 'Blockchain', 'AR/VR']",Cybersecurity,79,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00249,7.75,['AR/VR'],AR/VR,70,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00250,8.67,[],Embedded Systems,50,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00251,8.85,['Blockchain'],Blockchain,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00252,5.47,"['AI/ML', 'Cloud Computing', 'Embedded Systems']",Blockchain,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00253,9.92,[],AI/ML,68,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00254,6.41,"['IoT', 'Cybersecurity']",AI/ML,62,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00255,7.88,"['AI/ML', 'Cybersecurity', 'Cloud Computing']",Cybersecurity,57,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00256,5.33,['Blockchain'],AI/ML,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00257,5.35,"['Web Development', 'AI/ML', 'Blockchain']",IoT,78,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00258,7.32,['Embedded Systems'],Embedded Systems,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00259,8.76,"['IoT', 'Cybersecurity', 'Embedded Systems']",AR/VR,99,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00260,9.21,"['Embedded Systems', 'Blockchain']",Embedded Systems,68,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00261,9.24,['AR/VR'],Embedded Systems,95,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00262,7.58,"['Cloud Computing', 'AI/ML', 'Blockchain']",IoT,50,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00263,5.61,['Embedded Systems'],Cybersecurity,93,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00264,5.04,[],AR/VR,74,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00265,9.99,['IoT'],IoT,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00266,7.93,"['AI/ML', 'AR/VR', 'Cloud Computing']",Web Development,68,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00267,5.61,[],IoT,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00268,6.4,[],IoT,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00269,8.22,['Web Development'],IoT,89,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00270,8.21,"['Cloud Computing', 'Web Development']",AR/VR,65,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00271,5.41,[],AI/ML,74,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00272,8.04,"['AR/VR', 'Embedded Systems', 'AI/ML']",Web Development,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00273,6.11,[],Blockchain,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00274,7.62,['Cybersecurity'],Cybersecurity,61,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00275,8.05,"['AI/ML', 'Cloud Computing']",IoT,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00276,6.88,['AI/ML'],AR/VR,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00277,7.33,[],AR/VR,75,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00278,5.31,"['Cloud Computing', 'Cybersecurity']",IoT,69,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00279,9.91,"['Embedded Systems', 'Web Development', 'AI/ML']",IoT,59,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00280,5.41,"['Web Development', 'Blockchain', 'Embedded Systems']",AR/VR,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00281,6.88,"['Cybersecurity', 'AI/ML']",Cloud Computing,65,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00282,9.86,['Cloud Computing'],AI/ML,63,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S00283,5.46,['AI/ML'],Web Development,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00284,6.66,[],AI/ML,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00285,8.34,[],AI/ML,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00286,8.06,"['Embedded Systems', 'AI/ML', 'Blockchain']",Web Development,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S00287,9.44,['Blockchain'],Cloud Computing,94,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
